Kindly copy this dataset in excel!!!,,,,,,,,,,,,,
,,,,,,,,,,,,,
Transaction ID,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
2688902,Sports Direct,1197831,21-07-2020,Northeast,New York,New York,Women's Street Footwear,35,700,24500,8575,0.35,Outlet
2272387,Sports Direct,1197831,22-07-2020,Northeast,New York,New York,Women's Athletic Footwear,35,700,24500,11025,0.45,Outlet
3105390,Sports Direct,1197831,23-07-2020,South,Texas,Houston,Men's Apparel,40,550,22000,6600,0.3,Outlet
7848273,Sports Direct,1197831,24-07-2020,South,Texas,Houston,Women's Apparel,35,700,24500,12250,0.5,Outlet
3178382,Sports Direct,1197831,25-07-2020,South,Texas,Houston,Men's Street Footwear,25,850,21250,7437.5,0.35,Outlet
4107919,Sports Direct,1197831,26-07-2020,South,Texas,Houston,Men's Athletic Footwear,35,850,29750,10412.5,0.35,Outlet
6106630,Sports Direct,1197831,27-07-2020,South,Texas,Houston,Women's Street Footwear,35,675,23625,8268.75,0.35,Outlet
7242812,Sports Direct,1197831,28-07-2020,South,Texas,Houston,Women's Athletic Footwear,35,625,21875,9843.75,0.45,Outlet
2336744,Sports Direct,1197831,29-07-2020,South,Texas,Houston,Men's Apparel,40,500,20000,6000,0.3,Outlet
2858225,Sports Direct,1197831,30-07-2020,South,Texas,Houston,Women's Apparel,35,700,24500,12250,0.5,Outlet
5005655,Sports Direct,1197831,31-07-2020,South,Texas,Houston,Men's Street Footwear,30,875,26250,9187.5,0.35,Outlet
6325720,Sports Direct,1197831,01-08-2020,South,Texas,Houston,Men's Athletic Footwear,40,875,35000,12250,0.35,Outlet
2306896,Sports Direct,1197831,02-08-2020,South,Texas,Houston,Women's Street Footwear,35,700,24500,8575,0.35,Outlet
9534853,Sports Direct,1197831,03-08-2020,South,Texas,Houston,Women's Athletic Footwear,40,600,24000,10800,0.45,Outlet
6208025,Sports Direct,1197831,04-08-2020,South,Texas,Houston,Men's Apparel,45,500,22500,6750,0.3,Outlet
5003056,Sports Direct,1197831,05-08-2020,South,Texas,Houston,Women's Apparel,40,650,26000,13000,0.5,Outlet
7157350,Sports Direct,1197831,06-08-2020,South,Texas,Houston,Men's Street Footwear,30,900,27000,9450,0.35,Outlet
5026461,Sports Direct,1197831,07-08-2020,South,Texas,Houston,Men's Athletic Footwear,40,900,36000,12600,0.35,Outlet
9343736,Sports Direct,1197831,08-08-2020,South,Texas,Houston,Women's Street Footwear,35,725,25375,8881.25,0.35,Outlet
9147735,Sports Direct,1197831,09-08-2020,South,Texas,Houston,Women's Athletic Footwear,40,625,25000,11250,0.45,Outlet
2191401,Walmart,1197831,10-08-2020,South,Texas,Houston,Men's Apparel,45,525,23625,7087.5,0.3,Outlet
6967457,Walmart,1197831,11-08-2020,South,Texas,Houston,Women's Apparel,40,800,32000,16000,0.5,Outlet
5586478,Walmart,1197831,12-08-2020,South,Texas,Houston,Men's Street Footwear,30,925,27750,9712.5,0.35,Outlet
6591368,Walmart,1197831,13-08-2020,South,Texas,Houston,Men's Athletic Footwear,40,925,37000,12950,0.35,Outlet
1261887,Walmart,1197831,14-08-2020,South,Texas,Houston,Women's Street Footwear,35,775,27125,9493.75,0.35,Outlet
6352966,Walmart,1197831,15-08-2020,South,Texas,Houston,Women's Athletic Footwear,40,700,28000,12600,0.45,Outlet
4567090,Walmart,1197831,16-08-2020,South,Texas,Houston,Men's Apparel,45,600,27000,8100,0.3,Outlet
5166621,Walmart,1197831,17-08-2020,South,Texas,Houston,Women's Apparel,40,950,38000,19000,0.5,Outlet
8161530,Walmart,1197831,18-08-2020,South,Texas,Houston,Men's Street Footwear,40,950,38000,13300,0.35,Outlet
1211799,Walmart,1197831,19-08-2020,South,Texas,Houston,Men's Athletic Footwear,45,950,42750,14962.5,0.35,Outlet
3354536,Walmart,1197831,20-08-2020,South,Texas,Houston,Women's Street Footwear,40,800,32000,11200,0.35,Outlet
9089543,Walmart,1197831,21-08-2020,South,Texas,Houston,Women's Athletic Footwear,40,750,30000,13500,0.45,Outlet
2245509,Walmart,1197831,22-08-2020,South,Texas,Houston,Men's Apparel,45,650,29250,8775,0.3,Outlet
7276889,Walmart,1197831,23-08-2020,South,Texas,Houston,Women's Apparel,50,1000,50000,25000,0.5,Outlet
5028637,Walmart,1197831,24-08-2020,South,Texas,Houston,Men's Street Footwear,40,950,38000,13300,0.35,Outlet
9841660,Walmart,1197831,25-08-2020,South,Texas,Houston,Men's Athletic Footwear,45,950,42750,14962.5,0.35,Outlet
7154112,Walmart,1197831,26-08-2020,South,Texas,Houston,Women's Street Footwear,40,1100,44000,15400,0.35,Outlet
2145754,Walmart,1197831,27-08-2020,South,Texas,Houston,Women's Athletic Footwear,40,700,28000,12600,0.45,Outlet
9214504,Walmart,1197831,28-08-2020,South,Texas,Houston,Men's Apparel,45,700,31500,9450,0.3,Outlet
1755273,Walmart,1197831,29-08-2020,South,Texas,Houston,Women's Apparel,50,975,48750,24375,0.5,Outlet
8628780,Walmart,1197831,30-08-2020,South,Texas,Houston,Men's Street Footwear,40,925,37000,12950,0.35,Outlet
2732992,Walmart,1197831,31-08-2020,South,Texas,Houston,Men's Athletic Footwear,45,925,41625,14568.75,0.35,Outlet
3091102,Walmart,1197831,01-09-2020,South,Texas,Houston,Women's Street Footwear,40,1100,44000,15400,0.35,Outlet
7795381,Walmart,1197831,02-09-2020,South,Texas,Houston,Women's Athletic Footwear,40,650,26000,11700,0.45,Outlet
1637247,Walmart,1197831,03-09-2020,South,Texas,Houston,Men's Apparel,45,650,29250,8775,0.3,Outlet
9014400,Walmart,1197831,04-09-2020,South,Texas,Houston,Women's Apparel,50,900,45000,22500,0.5,Outlet
7719859,Walmart,1197831,05-09-2020,South,Texas,Houston,Men's Street Footwear,45,850,38250,13387.5,0.35,Outlet
2304430,Walmart,1197831,06-09-2020,South,Texas,Houston,Men's Athletic Footwear,45,850,38250,13387.5,0.35,Outlet
3140798,Walmart,1197831,07-09-2020,South,Texas,Houston,Women's Street Footwear,50,900,45000,15750,0.35,Outlet
2773537,Walmart,1197831,08-09-2020,South,Texas,Houston,Women's Athletic Footwear,50,625,31250,14062.5,0.45,Outlet
5568606,Walmart,1197831,09-09-2020,South,Texas,Houston,Men's Apparel,45,625,28125,8437.5,0.3,Outlet
7191253,Walmart,1197831,10-09-2020,South,Texas,Houston,Women's Apparel,55,850,46750,23375,0.5,Outlet
3654672,Walmart,1197831,11-09-2020,South,Texas,Houston,Men's Street Footwear,45,800,36000,12600,0.35,Outlet
4511885,Walmart,1197831,12-09-2020,South,Texas,Houston,Men's Athletic Footwear,45,800,36000,12600,0.35,Outlet
5098848,Walmart,1197831,13-09-2020,South,Texas,Houston,Women's Street Footwear,50,750,37500,13125,0.35,Outlet
7918023,Walmart,1197831,14-09-2020,South,Texas,Houston,Women's Athletic Footwear,50,600,30000,13500,0.45,Outlet
6985468,Walmart,1197831,15-09-2020,South,Texas,Houston,Men's Apparel,45,575,25875,7762.5,0.3,Outlet
4328981,Walmart,1197831,16-09-2020,South,Texas,Houston,Women's Apparel,55,750,41250,20625,0.5,Outlet
5105167,Walmart,1197831,20-10-2020,South,Texas,Houston,Men's Street Footwear,45,900,40500,14175,0.35,Outlet
4142839,Walmart,1197831,21-10-2020,South,Texas,Houston,Men's Athletic Footwear,45,900,40500,14175,0.35,Outlet
8215469,Walmart,1197831,22-10-2020,South,Texas,Houston,Women's Street Footwear,50,825,41250,14437.5,0.35,Outlet
1125957,Walmart,1197831,23-10-2020,South,Texas,Houston,Women's Athletic Footwear,50,675,33750,15187.5,0.45,Outlet
7359234,Walmart,1197831,24-10-2020,South,Texas,Houston,Men's Apparel,45,650,29250,8775,0.3,Outlet
3106355,Walmart,1197831,25-10-2020,South,Texas,Houston,Women's Apparel,55,850,46750,23375,0.5,Outlet
6899762,Walmart,1197831,26-10-2020,South,Texas,Houston,Men's Street Footwear,45,950,42750,14962.5,0.35,Outlet
9845359,Walmart,1197831,27-10-2020,South,Texas,Houston,Men's Athletic Footwear,45,950,42750,14962.5,0.35,Outlet
7747529,Walmart,1197831,28-10-2020,South,Texas,Houston,Women's Street Footwear,50,850,42500,14875,0.35,Outlet
1347966,Walmart,1197831,29-10-2020,South,Texas,Houston,Women's Athletic Footwear,50,700,35000,15750,0.45,Outlet
9080760,Walmart,1197831,30-10-2020,South,Texas,Houston,Men's Apparel,45,650,29250,8775,0.3,Outlet
4262320,Walmart,1197831,31-10-2020,South,Texas,Houston,Women's Apparel,55,900,49500,24750,0.5,Outlet
7972162,West Gear,1128299,01-11-2020,South,Texas,Houston,Men's Street Footwear,40,775,31000,10850,0.35,Outlet
8314883,West Gear,1128299,02-11-2020,South,Texas,Houston,Men's Athletic Footwear,50,775,38750,7750,0.2,Outlet
6836270,West Gear,1128299,03-11-2020,South,Texas,Houston,Women's Street Footwear,50,775,38750,13562.5,0.35,Outlet
1959199,West Gear,1128299,04-11-2020,South,Texas,Houston,Women's Athletic Footwear,50,625,31250,9375,0.3,Outlet
6208709,West Gear,1128299,05-11-2020,West,California,San Francisco,Men's Apparel,55,575,31625,15812.5,0.5,Outlet
6491975,West Gear,1128299,06-11-2020,West,California,San Francisco,Women's Apparel,50,775,38750,5812.5,0.15,Outlet
2658937,West Gear,1128299,07-11-2020,West,California,San Francisco,Men's Street Footwear,40,825,33000,11550,0.35,Outlet
4659302,West Gear,1128299,08-11-2020,West,California,San Francisco,Men's Athletic Footwear,50,725,36250,7250,0.2,Outlet
4560391,West Gear,1128299,09-11-2020,West,California,San Francisco,Women's Street Footwear,50,725,36250,12687.5,0.35,Outlet
1547516,West Gear,1128299,10-11-2020,West,California,San Francisco,Women's Athletic Footwear,50,575,28750,8625,0.3,Outlet
9239948,West Gear,1128299,11-11-2020,West,California,San Francisco,Men's Apparel,55,500,27500,13750,0.5,Outlet
5367697,West Gear,1128299,12-11-2020,West,California,San Francisco,Women's Apparel,50,700,35000,5250,0.15,Outlet
1243330,West Gear,1128299,13-11-2020,West,California,San Francisco,Men's Street Footwear,50,850,42500,14875,0.35,Outlet
4793545,West Gear,1128299,14-11-2020,West,California,San Francisco,Men's Athletic Footwear,60,700,42000,8400,0.2,Outlet
4330406,West Gear,1128299,15-11-2020,West,California,San Francisco,Women's Street Footwear,60,700,42000,14700,0.35,Outlet
7749723,West Gear,1128299,22-12-2020,West,California,San Francisco,Women's Athletic Footwear,60,600,36000,10800,0.3,Outlet
2727010,West Gear,1128299,23-12-2020,West,California,San Francisco,Men's Apparel,65,500,32500,16250,0.5,Outlet
3325231,West Gear,1128299,24-12-2020,West,California,San Francisco,Women's Apparel,60,700,42000,6300,0.15,Outlet
5303634,West Gear,1128299,25-12-2020,West,California,San Francisco,Men's Street Footwear,60,875,52500,18375,0.35,Outlet
8188578,West Gear,1128299,26-12-2020,West,California,San Francisco,Men's Athletic Footwear,65,675,43875,8775,0.2,Outlet
6728573,West Gear,1128299,27-12-2020,West,California,San Francisco,Women's Street Footwear,65,725,47125,16493.75,0.35,Outlet
8878759,West Gear,1128299,28-12-2020,West,California,San Francisco,Women's Athletic Footwear,60,625,37500,11250,0.3,Outlet
2009760,West Gear,1128299,29-12-2020,West,California,San Francisco,Men's Apparel,65,525,34125,17062.5,0.5,Outlet
5748514,West Gear,1128299,30-12-2020,West,California,San Francisco,Women's Apparel,80,700,56000,8400,0.15,Outlet
4412229,West Gear,1128299,31-12-2020,West,California,San Francisco,Men's Street Footwear,60,900,54000,21600,0.4,Outlet
4684732,West Gear,1128299,01-01-2021,West,California,San Francisco,Men's Athletic Footwear,65,750,48750,12187.5,0.25,Outlet
2153033,West Gear,1128299,02-01-2021,West,California,San Francisco,Women's Street Footwear,65,750,48750,19500,0.4,Outlet
2633636,West Gear,1128299,03-01-2021,West,California,San Francisco,Women's Athletic Footwear,60,650,39000,13650,0.35,Outlet
7207681,West Gear,1128299,04-01-2021,West,California,San Francisco,Men's Apparel,65,550,35750,19662.5,0.55,Outlet
2519285,West Gear,1128299,05-01-2021,West,California,San Francisco,Women's Apparel,80,725,58000,11600,0.2,Outlet
1534891,West Gear,1128299,06-01-2021,West,California,San Francisco,Men's Street Footwear,60,975,58500,23400,0.4,Outlet
8162044,West Gear,1128299,07-01-2021,West,California,San Francisco,Men's Athletic Footwear,65,825,53625,13406.25,0.25,Outlet
6598963,West Gear,1128299,08-01-2021,West,California,San Francisco,Women's Street Footwear,65,825,53625,21450,0.4,Outlet
8359137,West Gear,1128299,09-01-2021,West,California,San Francisco,Women's Athletic Footwear,60,700,42000,14700,0.35,Outlet
6522176,West Gear,1128299,10-01-2021,West,California,San Francisco,Men's Apparel,65,575,37375,20556.25,0.55,Outlet
9778315,West Gear,1128299,11-01-2021,West,California,San Francisco,Women's Apparel,80,875,70000,14000,0.2,Outlet
3257510,West Gear,1128299,12-01-2021,West,California,San Francisco,Men's Street Footwear,60,1025,61500,21525,0.35,Outlet
6917810,West Gear,1128299,13-01-2021,West,California,San Francisco,Men's Athletic Footwear,65,875,56875,11375,0.2,Outlet
7386168,West Gear,1128299,14-01-2021,West,California,San Francisco,Women's Street Footwear,65,825,53625,18768.75,0.35,Outlet
5654984,West Gear,1128299,15-01-2021,West,California,San Francisco,Women's Athletic Footwear,60,725,43500,13050,0.3,Outlet
8419274,West Gear,1128299,16-01-2021,West,California,San Francisco,Men's Apparel,65,775,50375,25187.5,0.5,Outlet
2191543,West Gear,1128299,17-01-2021,West,California,San Francisco,Women's Apparel,80,775,62000,9300,0.15,Outlet
3523028,West Gear,1128299,18-01-2021,West,California,San Francisco,Men's Street Footwear,65,975,63375,22181.25,0.35,Outlet
3330188,West Gear,1128299,19-01-2021,West,California,San Francisco,Men's Athletic Footwear,70,925,64750,12950,0.2,Outlet
6893685,West Gear,1128299,20-01-2021,West,California,San Francisco,Women's Street Footwear,65,800,52000,18200,0.35,Outlet
4807062,West Gear,1128299,21-01-2021,West,California,San Francisco,Women's Athletic Footwear,65,750,48750,14625,0.3,Outlet
2728495,West Gear,1128299,22-01-2021,West,California,San Francisco,Men's Apparel,75,750,56250,28125,0.5,Outlet
2958094,West Gear,1128299,23-01-2021,West,California,San Francisco,Women's Apparel,80,725,58000,8700,0.15,Outlet
4003322,West Gear,1128299,24-01-2021,West,California,San Francisco,Men's Street Footwear,55,925,50875,15262.5,0.3,Outlet
5696755,West Gear,1128299,25-01-2021,West,California,San Francisco,Men's Athletic Footwear,60,925,55500,8325,0.15,Outlet
6033827,West Gear,1128299,26-01-2021,West,California,San Francisco,Women's Street Footwear,55,775,42625,12787.5,0.3,Outlet
7752391,West Gear,1128299,27-01-2021,West,California,San Francisco,Women's Athletic Footwear,55,725,39875,9968.75,0.25,Outlet
2500147,West Gear,1128299,28-01-2021,West,California,San Francisco,Men's Apparel,65,725,47125,21206.25,0.45,Outlet
2021057,West Gear,1128299,29-01-2021,West,California,San Francisco,Women's Apparel,70,775,54250,5425,0.1,Outlet
8269043,West Gear,1128299,30-01-2021,West,California,San Francisco,Men's Street Footwear,55,875,48125,14437.5,0.3,Outlet
6741418,West Gear,1128299,31-01-2021,West,California,San Francisco,Men's Athletic Footwear,60,875,52500,7875,0.15,Outlet
3136288,West Gear,1128299,01-02-2021,West,California,San Francisco,Women's Street Footwear,55,700,38500,11550,0.3,Outlet
2393010,West Gear,1128299,02-02-2021,West,California,San Francisco,Women's Athletic Footwear,55,675,37125,9281.25,0.25,Outlet
6394945,West Gear,1128299,03-02-2021,West,California,San Francisco,Men's Apparel,65,650,42250,19012.5,0.45,Outlet
1826032,West Gear,1128299,04-02-2021,West,California,San Francisco,Women's Apparel,70,700,49000,4900,0.1,Outlet
6078681,West Gear,1128299,05-02-2021,West,California,San Francisco,Men's Street Footwear,55,875,48125,14437.5,0.3,Outlet
3810571,West Gear,1128299,06-02-2021,West,California,San Francisco,Men's Athletic Footwear,60,875,52500,7875,0.15,Outlet
2817081,West Gear,1128299,07-02-2021,West,California,San Francisco,Women's Street Footwear,55,725,39875,11962.5,0.3,Outlet
5706605,West Gear,1128299,08-02-2021,West,California,San Francisco,Women's Athletic Footwear,55,700,38500,9625,0.25,Outlet
9421932,West Gear,1128299,09-02-2021,West,California,San Francisco,Men's Apparel,65,650,42250,19012.5,0.45,Outlet
6924596,West Gear,1128299,10-02-2021,West,California,San Francisco,Women's Apparel,70,775,54250,5425,0.1,Outlet
3816713,West Gear,1128299,11-02-2021,West,California,San Francisco,Men's Street Footwear,55,975,53625,16087.5,0.3,Outlet
2629120,West Gear,1128299,12-02-2021,West,California,San Francisco,Men's Athletic Footwear,60,975,58500,8775,0.15,Outlet
1116511,West Gear,1128299,13-02-2021,West,California,San Francisco,Women's Street Footwear,55,775,42625,12787.5,0.3,Outlet
1434958,West Gear,1128299,14-02-2021,West,California,San Francisco,Women's Athletic Footwear,55,775,42625,10656.25,0.25,Outlet
5942787,West Gear,1128299,15-02-2021,West,California,San Francisco,Men's Apparel,65,700,45500,20475,0.45,Outlet
6301916,West Gear,1128299,16-02-2021,West,California,San Francisco,Women's Apparel,70,800,56000,5600,0.1,Outlet
8576184,Kohl's,1189833,17-02-2021,West,California,San Francisco,Men's Street Footwear,35,700,24500,9800,0.4,Outlet
2753762,Kohl's,1189833,18-02-2021,West,California,San Francisco,Men's Athletic Footwear,45,700,31500,7875,0.25,Outlet
4532812,Kohl's,1189833,09-03-2021,West,California,San Francisco,Women's Street Footwear,45,700,31500,12600,0.4,Outlet
6994077,Kohl's,1189833,10-03-2021,West,California,San Francisco,Women's Athletic Footwear,45,550,24750,8662.5,0.35,Outlet
6830400,Kohl's,1189833,11-03-2021,West,California,Los Angeles,Men's Apparel,50,500,25000,13750,0.55,Outlet
8051312,Kohl's,1189833,12-03-2021,West,California,Los Angeles,Women's Apparel,45,700,31500,6300,0.2,Outlet
2220574,Kohl's,1189833,13-03-2021,West,California,Los Angeles,Men's Street Footwear,35,750,26250,10500,0.4,Outlet
6750801,Kohl's,1189833,14-03-2021,West,California,Los Angeles,Men's Athletic Footwear,45,650,29250,7312.5,0.25,Outlet
4499659,Kohl's,1189833,15-03-2021,West,California,Los Angeles,Women's Street Footwear,45,675,30375,12150,0.4,Outlet
2064606,Kohl's,1189833,16-03-2021,West,California,Los Angeles,Women's Athletic Footwear,45,525,23625,8268.75,0.35,Outlet
8740487,Kohl's,1189833,17-03-2021,West,California,Los Angeles,Men's Apparel,50,450,22500,12375,0.55,Outlet
6113943,Kohl's,1189833,18-03-2021,West,California,Los Angeles,Women's Apparel,45,650,29250,5850,0.2,Outlet
5424983,Kohl's,1189833,19-03-2021,West,California,Los Angeles,Men's Street Footwear,35,800,28000,11200,0.4,Outlet
3366782,Kohl's,1189833,20-03-2021,West,California,Los Angeles,Men's Athletic Footwear,45,650,29250,7312.5,0.25,Outlet
